0.0387997,-0.0102741,0.199348,-2.52462,-0.183075,-0.0232716
0.0390303,-0.0103909,0.200539,-2.49416,-0.197375,0.0399553
0.0390303,-0.0103909,0.200539,-2.49416,-0.197375,0.0399553
0.0390862,-0.01024,0.200832,-2.54044,-0.220714,0.0793894
0.0393926,-0.0101936,0.202074,-2.65668,-0.255362,-0.0483669
0.0416662,-0.010751,0.21514,-3.20361,-0.395801,0.625796
0.0416662,-0.010751,0.21514,-3.20361,-0.395801,0.625796
0.0391199,-0.00986059,0.201015,-2.59029,-0.24537,0.126306
0.0390856,-0.00979529,0.200837,-2.54256,-0.221002,0.079711
0.0390853,-0.00957297,0.200839,-2.54362,-0.221146,0.0798733
0.0387984,-0.00939134,0.199357,-2.52886,-0.183828,-0.0227918
0.037919,-0.00909567,0.194245,-2.44544,-0.152779,0.158161
0.037887,-0.00895674,0.194089,-3.60727,-0.424862,0.521599
0.0379146,-0.00880221,0.194227,2.54223,0.319726,-0.315394
0.0393651,-0.00880434,0.199761,-2.58163,-0.207272,0.0126465
0.037179,-0.00821263,0.189288,-3.5722,-0.560593,0.66928
0.0370488,-0.00787004,0.188634,-3.50173,-0.527964,0.694856
0.0377019,-0.007914,0.192268,2.60102,0.34978,-0.58458
0.0378413,-0.00776507,0.193875,-3.53452,-0.395409,0.537372
0.0378411,-0.0075505,0.193877,-3.53555,-0.395473,0.537796
0.0440871,-0.00872876,0.226182,-3.01894,-0.252712,0.277756
0.0389663,-0.00775907,0.199351,2.78596,0.379793,-0.661091
0.0373909,-0.00727296,0.191553,-2.51579,-0.187614,0.0502762
0.0393628,-0.00703525,0.199773,-2.59014,-0.208732,0.0137762
0.0370473,-0.00661728,0.188642,-3.50768,-0.528166,0.698211
0.0370473,-0.00661728,0.188642,-3.50768,-0.528166,0.698211
0.0391042,-0.00666073,0.198456,-2.67803,-0.219888,-0.0332501
0.0365675,-0.00609905,0.186467,-2.5224,-0.211955,0.0490228
0.0378397,-0.00604867,0.193886,-3.54276,-0.395915,0.540741
0.0378305,-0.00591218,0.193821,-2.57794,-0.151769,0.0941945
0.0377631,-0.00563325,0.193476,-2.5347,-0.129943,0.0556024
0.0362965,-0.00524061,0.187126,-2.57294,-0.221998,-0.0870066
0.0362965,-0.00524061,0.187126,-2.57294,-0.221998,-0.0870066
0.0365105,-0.00495858,0.188238,-2.50636,-0.214903,-0.0514751
0.041196,-0.00552713,0.213404,2.9406,0.314769,-0.428049
0.0373679,-0.0047616,0.193915,-3.55007,-0.395297,0.539276
0.0373678,-0.00454711,0.193916,-3.55109,-0.395357,0.539687
0.0379778,-0.00432802,0.197378,-2.57762,-0.188825,0.0864822
0.0379778,-0.00432802,0.197378,-2.57762,-0.188825,0.0864822
0.0376435,-0.0040831,0.195927,-2.77541,-0.234624,-0.116579
0.0381662,-0.00347931,0.198662,-2.69419,-0.22433,-0.031227
0.0381662,-0.00347931,0.198662,-2.69419,-0.22433,-0.031227
0.0382272,-0.00332143,0.19898,-2.76291,-0.252686,-0.00290707
0.0376111,-0.00266967,0.195763,-2.65738,-0.184135,-0.137007
0.0429253,-0.00263414,0.223421,-3.23929,-0.347659,0.448097
0.0362728,-0.00179632,0.189409,-2.64814,-0.189624,-0.0508881
0.0376481,-0.00142733,0.195954,-2.7224,-0.210786,-0.123031
0.0376481,-0.00142733,0.195954,-2.7224,-0.210786,-0.123031
0.0362536,-0.00106856,0.190533,-2.57676,-0.181572,-0.0136529
0.0366973,-0.000949408,0.192901,2.62545,0.270263,-0.472068
0.0368867,-0.000766633,0.193868,-2.60409,-0.156401,0.0913341
0.0359552,-0.000566332,0.189617,-3.47596,-0.413369,0.732474
0.0360763,-0.000543472,0.190503,-2.66679,-0.213058,-0.139347
0.0354285,-0.000273341,0.187708,-2.5163,-0.140056,0.0174742
0.0353214,-6.63945e-05,0.187135,-2.58792,-0.147909,-0.00402492
0.0344831,0.000189479,0.182993,-2.52123,-0.16519,0.0182592
0.036023,0.000564781,0.191159,-2.63721,-0.206854,0.0147637
0.036476,0.00100209,0.194203,-2.661,-0.180411,0.141082
0.0362295,0.00118312,0.192912,2.6151,0.267536,-0.468899
0.036476,0.00143156,0.194199,-2.66321,-0.180638,0.141434
0.0349317,0.00158838,0.187174,-2.60819,-0.232481,-0.0919215
0.0349317,0.00158838,0.187174,-2.60819,-0.232481,-0.0919215
0.0345693,0.00178015,0.185542,-2.59259,-0.210154,-0.0185947
0.0340397,0.00200989,0.183002,-2.5311,-0.167603,0.0164632
0.0354715,0.00209729,0.191316,3.59235,0.181851,0.0686702
0.0354714,0.00252031,0.19131,3.59011,0.182135,0.0683541
0.0354533,0.00262474,0.191211,-2.68417,-0.136601,-0.0561279
0.03561,0.002959,0.192361,-2.69523,-0.157714,-0.137098
0.00719357,-0.00111343,0.187298,-2.65182,-0.203912,-0.247978
0.0358725,0.00306479,0.19385,2.6198,0.199137,-0.620108
0.0356098,0.00338436,0.192354,-2.69743,-0.15823,-0.136979
0.0357712,0.00366196,0.192921,-2.66211,-0.149536,0.0214183
0.0359471,0.00351969,0.19388,-2.62629,-0.160644,0.0880047
0.0349779,0.00373321,0.188334,-2.58178,-0.164621,0.051251
0.0348681,0.00407145,0.187113,-2.60993,-0.152322,-0.00484955
0.0354893,0.00421305,0.188876,-2.71193,-0.124162,-0.126697
0.0366133,0.0046221,0.195183,-2.74432,-0.197159,-0.0265268
0.0359343,0.00463646,0.191248,3.57894,0.182572,0.0626259
0.0359343,0.00463646,0.191248,3.57894,0.182572,0.0626259
0.0352344,0.00479996,0.18722,-2.61702,-0.153465,-0.00754993
0.0340196,0.004778,0.180459,-2.59432,-0.145589,-0.0906335
0.0342052,0.00510597,0.181444,-2.53362,-0.138669,-0.0599164
0.0343165,0.00521352,0.181724,-2.60674,-0.16686,-0.158268
0.0340209,0.00540682,0.179845,-2.71262,-0.21553,-0.278018
0.0345825,0.00544565,0.182824,3.53388,0.301242,0.270093
0.0336685,0.00556815,0.178571,-2.61625,-0.134346,-0.150699
0.0340068,0.0060735,0.180363,-2.60143,-0.147456,-0.0931733
0.0346902,0.00676199,0.184267,-2.77947,-0.176517,-0.104103
0.0346902,0.00676199,0.184267,-2.77947,-0.176517,-0.104103
0.034642,0.00700844,0.184005,-2.72363,-0.153203,-0.118256
0.0340067,0.00727112,0.180334,-2.6081,-0.148825,-0.0927521
0.0330607,0.00737296,0.175594,-2.56982,-0.154211,-0.109913
0.0348288,0.00817456,0.185637,2.53403,0.255017,-0.55682
0.0338583,0.0080978,0.181005,-2.6971,-0.110161,0.0453157
0.0338583,0.0080978,0.181005,-2.6971,-0.110161,0.0453157
0.0335823,0.00839313,0.179795,-2.63948,-0.0800428,-0.145129
0.0327401,0.00823368,0.175297,3.70829,0.114472,0.0701243
0.0327419,0.00841385,0.175652,-3.57866,-0.310909,0.896309
0.0330723,0.00867281,0.177351,-2.62588,-0.118854,-0.0868225
0.032743,0.00873179,0.175573,-2.64388,-0.107295,-0.14408
0.032743,0.00873179,0.175573,-2.64388,-0.107295,-0.14408
0.0333157,0.00899677,0.178936,-2.68124,-0.159683,-0.133628
0.0336622,0.0094045,0.181078,-2.69744,-0.122582,-0.205761
0.0338879,0.00961436,0.182685,2.57255,0.178975,-0.762669
0.0345158,0.0100158,0.185963,-2.81048,-0.142201,-0.19945
0.0344889,0.00995786,0.185821,-2.75342,-0.119036,-0.207778
0.0340076,0.0101582,0.183842,-2.73512,-0.0751445,-0.0297399
0.0323169,0.00989679,0.175557,-2.65035,-0.109623,-0.147065
0.0319511,0.0100401,0.173836,-2.66289,-0.117336,-0.273375
0.0326921,0.0110819,0.17904,-2.77269,-0.0547517,-0.185406
0.031812,0.0110835,0.1751,-2.61424,-0.0929436,-0.166214
0.0331952,0.0119967,0.182376,-2.714,-0.0866377,-0.279475
0.0329699,0.0118285,0.180546,-2.66546,-0.0269265,-0.149981
0.0323679,0.0118879,0.17844,-2.65115,-0.145209,-0.158819
0.0312218,0.0116208,0.171531,-2.5879,-0.0459177,-0.178616
0.0309462,0.0116114,0.170006,-2.64086,-0.0527795,-0.216054
0.031536,0.0120742,0.173251,3.69977,0.0817855,0.18346
0.0326891,0.0126672,0.178962,-2.78162,-0.0568403,-0.186031
0.0330522,0.0129915,0.180663,-2.64022,-0.0177053,-0.0214637
0.0330522,0.0129915,0.180663,-2.64022,-0.0177053,-0.0214637
0.0321242,0.0128155,0.174116,3.75378,0.07464,0.146516
0.0330319,0.0135709,0.176364,-2.67883,-0.0553103,-0.139775
0.0344965,0.0148241,0.181473,-2.78202,-0.0678738,-0.0984009
0.0329835,0.0143781,0.17183,3.62673,0.086714,0.20442
0.0322015,0.0143863,0.168009,3.62125,0.122808,0.201764
0.0332533,0.0150983,0.17163,2.41257,0.168133,-0.625449
0.0328049,0.0153643,0.168763,2.3296,0.130235,-0.689365
127,150
